Player,Jersey #,Position,Roster Category,Player Category,Player Status
D. Ferree,20,Goalkeeper,,,
M. Ingvartsen,,Forward,,,
H. Lozano,11,Forward,,,
P. McNair,,Defender,,,
C. McVey,,Defender,Senior,,
A. Mighten,,Midfielder,,,
J. Tverskov,,Midfielder,,,
T. Ángel,,Forward,,,
