Player,Team,Current Season,Actual Salary %,Predicted Salary %,Raw Salary,Predicted Salary,Salary Cap,Difference,Actual Minutes
Steven Moreira,CLB,2024,9.731589383857798,9.2812783128605,800000,762981.4984389497,8220651,0.4503110709972997,2430.0
Shaq Moore,NSH,2024,9.731589383857798,4.0917019819548,800000,336364.5398965871,8220651,5.639887401902999,1883.0
Mark Delgado,LAG,2024,9.731589383857798,11.490250286128465,800000,944573.3750491224,8220651,-1.7586609022706643,2759.0
Luis Abram,ATL,2024,8.907749520080587,8.809398698312561,732275,724189.9221868186,8220651,0.098350821768026,1308.0
Sam Vines,COL,2024,10.33981372034891,2.846854897203339,850000,234030.00557549528,8220651,7.492958823145571,2451.0
Ashley Westwood,CLT,2024,9.123365047366686,7.574427982125945,750000,622667.2896569163,8220651,1.5489370652407413,3368.0
Cole Bassett,COL,2024,10.33981372034891,7.326476541362526,850000,602284.0670622839,8220651,3.0133371789863848,2896.0
Aaron Herrera,DCU,2024,9.123365047366686,7.960264901245823,750000,654385.5962069137,8220651,1.163100146120863,2982.0
Reggie Cannon,COL,2024,9.123365047366686,3.366505128432743,750000,276748.6375055576,8220651,5.756859918933943,379.0
Sebastian Lletget,FCD,2024,9.123365047366686,10.99982958983699,750000,904257.6011752303,8220651,-1.876464542470304,2094.0
Jonathan Osorio,TOR,2024,9.586053464622204,10.536594417165473,788036,866176.6543206577,8220651,-0.9505409525432692,2095.0
Yeimar Gómez Andrade,SEA,2024,9.123365047366686,9.208563196970765,750000,757003.842537409,8220651,-0.0851981496040767,2769.0
Bartosz Slisz,ATL,2024,7.663626639788017,4.392118977470945,630000,361060.772642655,8220651,3.271507662317072,2706.0
Erik Sviatchenko,HOU,2024,9.427428557665325,8.744398664552044,774996,718846.4962614843,8220651,0.6830298931132806,2713.0
Anderson Julio,RSL,2024,9.123365047366686,16.558875664350886,750000,1361247.3778902178,8220651,-7.4355106169842,1596.0
Miguel Tapias,MIN,2024,8.81925287912113,7.369136092889081,725000,605790.9599114471,8220651,1.4501167862320496,2348.0
Sergii Kryvtsov,MIA,2024,9.123365047366686,10.197690188355622,750000,838316.5204459584,8220651,-1.074325140988936,1572.0
Prince Owusu,TOR,2024,8.515140710875574,9.905841462449498,700000,814324.6552412693,8220651,-1.3907007515739238,2074.0
Tomas Ostrak,STL,2024,8.515140710875574,6.283972346562259,700000,516583.43554739386,8220651,2.231168364313315,765.0
Nicolás Lodeiro,ORL,2024,9.731589383857798,9.725495175018748,800000,799499.0163601305,8220651,0.00609420883905,1984.0
Jack Maher,NSH,2024,8.515140710875574,3.658282878634775,700000,300734.6680453184,8220651,4.856857832240799,2721.0
Andrés Reyes,NYRB,2024,7.809600480545884,3.4960400359530284,642000,287397.250175973,8220651,4.313560444592856,1708.0
Artur,HOU,2024,8.515140710875574,8.318423187245264,700000,683828.5389265097,8220651,0.1967175236303102,3398.0
Tyler Boyd,NSH,2024,9.366654781963131,4.372657874023478,770000,359460.94324748975,8220651,4.993996907939653,1246.0
Julio Cascante,ATX,2024,8.515140710875574,8.73816758206735,700000,718334.2607168953,8220651,-0.2230268711917755,2105.0
Kamal Miller,POR,2024,9.03213139689302,6.595083300178701,742500,542158.7812669735,8220651,2.437048096714318,2229.0
Tai Baribo,PHI,2024,7.906916374384462,10.774796425891516,650000,885758.4101330151,8220651,-2.867880051507054,1587.0
Matti Peltola,DCU,2024,8.293966013153947,3.3875147826792973,681818,278475.7678574735,8220651,4.90645123047465,2552.0
Sigurd Rosted,TOR,2024,9.123365047366686,6.772230366955314,750000,556721.4233834157,8220651,2.3511346804113726,1958.0
Brian White,VAN,2024,9.178105237650886,10.663482062900831,754500,876607.6448386778,8220651,-1.4853768252499453,2709.0
Lassi Lappalainen,MTL,2024,8.758430445472019,6.998000552613749,720000,575281.2024084477,8220651,1.7604298928582702,395.0
Mark-Anthony Kaye,NER,2024,9.123365047366686,5.875270289716024,750000,482985.4658242432,8220651,3.2480947576506622,1546.0
Khiry Shelton,SKC,2024,8.515140710875574,4.170563739848745,700000,342847.4897855133,8220651,4.344576971026829,1192.0
Tristan Blackmon,VAN,2024,9.123365047366686,6.252350479377652,750000,513983.9122064638,8220651,2.871014567989034,2117.0
Birk Risa,NYC,2024,8.028561241682684,5.339533381308811,660000,438944.40430589655,8220651,2.6890278603738738,2511.0
Brooks Lennon,ATL,2024,9.001720180068464,7.382877094848453,740000,606920.5597264303,8220651,1.6188430852200106,3357.0
Andrés Herrera,CLB,2024,7.906916374384462,5.856961660600217,650000,481480.3773217484,8220651,2.0499547137842447,553.0
Gabriel Pirani,DCU,2024,8.089383675331796,4.38753396037699,665000,360683.85438907065,8220651,3.7018497149548057,1599.0
Michael Boxall,MIN,2024,8.211028542630018,7.891026376927408,675000,648693.7387651467,8220651,0.3200021657026104,3215.0
Leonardo Campana,MIA,2024,7.298692037893349,4.8340835070941965,600000,397393.13416677417,8220651,2.4646085307991523,1468.0
Dave Romney,NER,2024,8.211028542630018,7.7191500705695315,675000,634564.3874677749,8220651,0.4918784720604865,2485.0
Yuya Kubo,CIN,2024,7.906916374384462,10.462811530642638,650000,860111.2207218893,8220651,-2.555895156258176,2687.0
Aníbal Godoy,NSH,2024,7.906916374384462,9.48436689244498,650000,779676.7017874472,8220651,-1.5774505180605178,1642.0
John Tolkin,NYRB,2024,7.785271507086239,2.986580644085937,640000,245516.37158385705,8220651,4.798690863000301,2708.0
Latif Blessing,HOU,2024,7.906916374384462,7.562242032860675,650000,621665.5252967814,8220651,0.3446743415237865,1142.0
César Araújo,ORL,2024,8.211028542630018,3.99534664528623,675000,328443.50394918886,8220651,4.215681897343789,2754.0
Chris Mueller,CHI,2024,7.906965032331382,7.974308629373539,650004,655540.0820836821,8220651,-0.0673435970421572,1520.0
Corey Baird,CIN,2024,7.837809925272341,4.833186894079399,644319,397319.426740007,8220651,3.004623031192943,1089.0
Rodrigues,SJE,2024,7.906916374384462,8.857405934241243,650000,728136.4295072621,8220651,-0.9504895598567806,3073.0
Miguel Araujo,POR,2024,6.690467701402236,6.295381443341042,550000,517521.33757582976,8220651,0.3950862580611938,1785.0
Eugene Ansah,FCD,2024,7.298692037893349,6.742229135317299,600000,554255.1268347529,8220651,0.5564629025760501,533.0
Lalas Abubakar,COL,2024,8.089383675331796,6.803215999913051,665000,559268.6441290122,8220651,1.2861676754187448,1445.0
Joaquín Pereyra,MIN,2024,7.420336905191571,5.797387051303817,610000,476582.9566068777,8220651,1.6229498538877545,446.0
Boris Enow,DCU,2024,7.127111952569207,3.093886851846581,585895,254337.6404251945,8220651,4.033225100722626,348.0
Arnaud Souquet,CHI,2024,7.542127746330553,5.610813855537829,620012,461245.42532340914,8220651,1.9313138907927236,2113.0
Eduard Atuesta,LAFC,2024,8.389846497558406,8.12979704986778,689700,668322.2424779261,8220651,0.2600494476906263,2430.0
Jovan Mijatović,NYC,2024,7.906916374384462,4.597669687563544,650000,377958.3791473893,8220651,3.3092466868209183,338.0
Ranko Veselinović,VAN,2024,7.541981772489795,4.671093417872965,620000,383994.287767308,8220651,2.87088835461683,3092.0
Dejan Joveljic,LAG,2024,8.317467801515962,10.1150539701118,683750,831523.2853445355,8220651,-1.7975861685958383,2108.0
Andrew Farrell,NER,2024,8.317467801515962,2.9628168137753854,683750,243562.8300297944,8220651,5.354650987740577,633.0
Sebastien Ibeagha,FCD,2024,7.541981772489795,6.844599920671298,620000,562670.6718246642,8220651,0.6973818518184967,3167.0
David Brekalo,ORL,2024,7.298692037893349,5.262007777910091,600000,432571.2950148437,8220651,2.036684259983258,1330.0
Jeong Sang-Bin,MIN,2024,7.003703234695159,3.453099239852821,575750,283867.23719195335,8220651,3.5506039948423376,2434.0
Luca Langoni,NER,2024,7.420336905191571,3.8985688169247146,610000,320487.73643420974,8220651,3.5217680882668567,761.0
Cristian Olivera,LAFC,2024,8.27185097627913,4.967071472585071,680000,408325.6106817794,8220651,3.304779503694058,1866.0
Cristhian Paredes,POR,2024,7.055402303296904,4.231107099646969,580000,347824.5480981995,8220651,2.824295203649936,1562.0
Dominik Marczuk,RSL,2024,7.298692037893349,4.146809008829895,600000,340894.69625246484,8220651,3.1518830290634536,508.0
Eryk Williamson,POR,2024,8.211028542630018,4.286878279303975,675000,352409.30213638506,8220651,3.9241502633260423,1280.0
Omar Campos,LAFC,2024,8.211028542630018,2.5960728001564366,675000,213414.0846067881,8220651,5.614955742473581,1826.0
Mateusz Bogusz,LAFC,2024,8.211028542630018,11.062011620189628,675000,909369.3688752349,8220651,-2.8509830775596097,2871.0
Pedro Vite,VAN,2024,7.554146259219617,3.610924754276831,621000,296841.52192170586,8220651,3.9432215049427857,2233.0
Fafa Picault,VAN,2024,7.906916374384462,10.737455644189058,650000,882688.7547885843,8220651,-2.8305392698045964,1879.0
Dylan Borrero,NER,2024,7.298692037893349,5.6753241970156205,600000,466548.5953552066,8220651,1.6233678408777283,1047.0
Yaw Yeboah,CLB,2024,7.298692037893349,9.77607347949908,600000,803656.8822531758,8220651,-2.47738144160573,1211.0
Coco Carrasquilla,HOU,2024,6.690467701402236,6.937543556773975,550000,570311.2437753754,8220651,-0.2470758553717393,2562.0
Braian Ojeda,RSL,2024,7.298692037893349,5.17513894757515,600000,425430.1116452261,8220651,2.1235530903181985,3033.0
Martín Cáceres,LAG,2024,7.298692037893349,8.595670442914644,600000,706620.0682221671,8220651,-1.296978405021295,1214.0
Bongokuhle Hlongwane,MIN,2024,7.359514471542461,6.677364601348516,605000,548922.8398744029,8220651,0.6821498701939452,2144.0
Leo Väisänen,ATX,2024,7.298692037893349,7.621227041254558,600000,626514.4769791632,8220651,-0.3225350033612093,945.0
Ryan Hollingshead,LAFC,2024,7.846093940735351,7.500161666299483,645000,616562.1150222651,8220651,0.3459322744358672,2473.0
Andrés Perea,NYC,2024,6.994579869647794,3.146647906263314,575000,258674.94257271415,8220651,3.84793196338448,1446.0
Timothy Tillman,LAFC,2024,7.298692037893349,6.869697252572066,600000,564733.8358905381,8220651,0.428994785321283,2768.0
Omir Fernández,COL,2024,6.994579869647794,3.3453390459507437,575000,275008.6477343402,8220651,3.6492408236970495,1888.0
Julián Fernández,NYC,2024,6.860770515619749,5.462053041389237,564000,449016.3179674947,8220651,1.3987174742305122,808.0
Carlos Terán,CHI,2024,6.43501348007597,4.506074882237445,529000,370428.6898674014,8220651,1.928938597838525,1373.0
Miki Yamane,LAG,2024,6.690467701402236,9.328035487116928,550000,766825.2425520327,8220651,-2.637567785714692,3288.0
Nathan Byrne,CLT,2024,6.81211256870046,5.253880972473545,560000,431903.2187024562,8220651,1.558231596226915,3168.0
Santiago Moreno,POR,2024,6.690467701402236,6.646507431676749,550000,546386.179647209,8220651,0.0439602697254866,2738.0
Amine Bassi,HOU,2024,7.359514471542461,13.005956976159876,605000,1069174.3322202568,8220651,-5.646442504617415,2788.0
Xande Silva,ATL,2024,6.81211256870046,9.688367376407191,560000,796446.8696122915,8220651,-2.876254807706731,1589.0
Danley Jean Jacques,PHI,2024,6.690467701402236,3.4565305970067763,550000,284149.31708814355,8220651,3.2339371043954594,502.0
Tim Leibold,SKC,2024,7.298692037893349,6.4087404312898455,600000,526840.1843522331,8220651,0.8899516066035034,2442.0
Andrew Gutman,CHI,2024,7.298692037893349,3.4137719184115607,600000,280634.27534861915,8220651,3.884920119481788,792.0
Dru Yearwood,NSH,2024,6.690467701402236,3.672367924960744,550000,301892.55054696463,8220651,3.0180997764414923,1661.0
Carlos Akapo,SJE,2024,6.690467701402236,6.150319912462782,550000,505596.3353870709,8220651,0.5401477889394535,1781.0
Jamal Thiaré,ATL,2024,6.0822433649111245,10.84836073919688,500000,891805.8755903956,8220651,-4.766117374285755,1311.0
Matt Polster,NER,2024,6.690467701402236,6.567768277514444,550000,539913.308583174,8220651,0.1226994238877914,2933.0
Tim Ream,CLT,2024,6.0822433649111245,8.068766465057626,500000,663305.1310974244,8220651,-1.9865231001465016,883.0
Marino Hinestroza,CLB,2024,6.0822433649111245,6.298142190360402,500000,517748.28895328427,8220651,-0.215898825449277,427.0
Daniel Lovitz,NSH,2024,6.766422756543247,4.046170372801668,556244,332621.545213424,8220651,2.7202523837415797,2545.0
Jere Uronen,CLT,2024,6.386355533156681,5.210348806620909,525000,428324.59127496986,8220651,1.1760067265357712,2408.0
Nouhou,SEA,2024,6.690467701402236,4.876862220598505,550000,400909.8229062532,8220651,1.813605480803731,2441.0
Cory Burke,NYRB,2024,6.0822433649111245,14.12947307250366,500000,1161534.669429503,8220651,-8.047229707592535,404.0
Tristan Muyumba,ATL,2024,6.386355533156681,9.378938575200277,525000,771009.807771587,8220651,-2.992583042043594,2366.0
Matt Hedges,ATX,2024,5.210207804710357,4.690775460150623,428313,385612.2797726268,8220651,0.5194323445597337,1018.0
Jesús Murillo,LAFC,2024,6.0822433649111245,7.305792484561573,500000,600583.7029400358,8220651,-1.2235491196504489,1922.0
Sergi Palencia,LAFC,2024,4.257619013384707,4.244754685982829,350004,348946.46854079433,8220651,0.0128643274018775,2563.0
Hassani Dotson,MIN,2024,6.0822433649111245,6.479227466793029,500000,532634.6775411958,8220651,-0.3969841018819044,2520.0
Federico Navarro,CHI,2024,6.0822433649111245,3.02813056707533,500000,248932.04574358376,8220651,3.0541127978357947,791.0
Elias Manoel,NYRB,2024,5.838953630314679,6.64188493248412,480000,546006.1801211052,8220651,-0.8029313021694415,1771.0
Kyle Duncan,NYRB,2024,6.0822433649111245,2.8199958740912248,500000,231822.01902343903,8220651,3.2622474908199,1446.0
Yevhen Cheberko,CLB,2024,6.143065798560236,9.641045608819038,505000,792556.7122518383,8220651,-3.4979798102588022,1930.0
Rudy Camacho,CLB,2024,5.778131196665568,10.14672211034442,475000,834126.6126312497,8220651,-4.368590913678852,2609.0
Jáder Obrian,ATX,2024,6.021420931262013,7.728746266202288,495000,635353.2572200211,8220651,-1.7073253349402746,2459.0
Léo Chú,SEA,2024,6.690467701402236,4.551601634334295,550000,374171.28526891855,8220651,2.1388660670679407,776.0
Asier Illarramendi,FCD,2024,6.0822433649111245,12.06317017267594,500000,991671.1194317862,8220651,-5.980926807764814,2200.0
Agustín Ojeda,NYC,2024,5.838953630314679,4.89831184528881,480000,402673.12169285305,8220651,0.9406417850258686,1103.0
Marco Farfan,FCD,2024,6.228217205668991,4.54480157541481,512000,373612.2761573533,8220651,1.6834156302541814,2262.0
Iván Angulo,ORL,2024,6.082292022858043,6.1951288615060935,500004,509279.92270468926,8220651,-0.1128368386480502,3103.0
Brayan Vera,RSL,2024,5.778131196665568,8.887150048512687,475000,730581.5893345587,8220651,-3.109018851847119,2388.0
Sebastian Kowalczyk,HOU,2024,5.607828382448057,8.953837455967633,461000,736063.7283623778,8220651,-3.3460090735195767,2389.0
Griffin Dorsey,HOU,2024,5.778131196665568,4.481617037850946,475000,368418.0958382642,8220651,1.296514158814622,2962.0
Sean Nealis,NYRB,2024,5.474019028420012,6.674532180524211,450000,548689.9964435854,8220651,-1.2005131521041985,2546.0
Alex Muyl,NSH,2024,6.386355533156681,5.429152687608362,525000,446311.6947054037,8220651,0.957202845548318,2565.0
Franco Escobar,HOU,2024,5.778131196665568,9.542425092157922,475000,784449.4637627312,8220651,-3.7642938954923535,2021.0
Connor Ronan,COL,2024,5.717308763016457,6.533276233065206,470000,537077.8379862373,8220651,-0.8159674700487489,2030.0
William Agada,SKC,2024,5.778131196665568,11.68314734914006,475000,960430.7693885558,8220651,-5.905016152474491,1947.0
Wilder Cartagena,ORL,2024,5.838953630314679,8.689840012854559,480000,714361.4199151285,8220651,-2.85088638253988,2499.0
Matías Rojas,MIA,2024,1.8246730094733368,7.679756667869873,150000,631325.9933148114,8220651,-5.855083658396537,901.0
Jonathan Mensah,NER,2024,5.474019028420012,6.909429660049052,450000,568000.098443119,8220651,-1.4354106316290398,331.0
Dany Rosero,SKC,2024,6.203888232209347,8.224602482031408,510000,676115.8661851397,8220651,-2.0207142498220607,2122.0
Diego Chara,POR,2024,6.0822433649111245,10.100531785160028,500000,830329.4672020756,8220651,-4.018288420248903,2728.0
Show,FCD,2024,5.619992869177879,3.338387843120441,462000,274437.213609359,8220651,2.281605026057438,549.0
Diego Gómez,MIA,2024,6.0822433649111245,3.4374283307373066,500000,282578.9864450397,8220651,2.644815034173818,1512.0
Bjørn Inge Utvik,VAN,2024,5.474019028420012,6.944133382661412,450000,570852.9703630892,8220651,-1.4701143542413997,1929.0
Ibrahim Aliyu,HOU,2024,5.474019028420012,7.441929463350536,450000,611775.0488482205,8220651,-1.9679104349305236,2912.0
Mikkel Desler,ATX,2024,6.0822433649111245,5.359711399797951,500000,440603.1687846043,8220651,0.7225319651131734,545.0
David Martínez,LAFC,2024,6.0822433649111245,20.72915932986707,500000,1704071.8437423103,8220651,-14.646915964955944,540.0
David Martínez,LAFC,2024,6.0822433649111245,15.139062084931306,500000,1244529.4586755263,8220651,-9.056818720020182,540.0
Maxi Moralez,NYC,2024,5.838953630314679,8.421175309457151,480000,692275.4322886424,8220651,-2.5822216791424726,1016.0
Pavel Bucha,CIN,2024,5.474019028420012,7.477088436665635,450000,614665.345339638,8220651,-2.003069408245623,3301.0
Daniel Steres,HOU,2024,5.474019028420012,4.058811289880681,450000,333660.7108896891,8220651,1.4152077385393316,1343.0
Christian Ramírez,CLB,2024,5.474019028420012,12.289976406314128,450000,1010316.0683454263,8220651,-6.815957377894116,1582.0
