File Name,NO.,NAME,Validation Link
Club Roster Profiles Fall 2024 (as of Sept. 17).pdf,1,Joshua Bolma*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=7f5e74ed3d1a45a3&job=3d1ada35f063ac1&docid=228eaff7c2805a82_7f5e74ed3d1a45a3&schid=8037&row=0&page=19
Club Roster Profiles Fall 2024 (as of Sept. 17).pdf,2,Dylan Borrero,https://journaliststudio.google.com/pinpoint-extract/preview?collection=7f5e74ed3d1a45a3&job=3d1ada35f063ac1&docid=228eaff7c2805a82_7f5e74ed3d1a45a3&schid=8037&row=1&page=19
Club Roster Profiles Fall 2024 (as of Sept. 17).pdf,3,Tomás Chancalay*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=7f5e74ed3d1a45a3&job=3d1ada35f063ac1&docid=228eaff7c2805a82_7f5e74ed3d1a45a3&schid=8037&row=2&page=19
Club Roster Profiles Fall 2024 (as of Sept. 17).pdf,4,Nacho Gil,https://journaliststudio.google.com/pinpoint-extract/preview?collection=7f5e74ed3d1a45a3&job=3d1ada35f063ac1&docid=228eaff7c2805a82_7f5e74ed3d1a45a3&schid=8037&row=3&page=19
Club Roster Profiles Fall 2024 (as of Sept. 17).pdf,5,Aljaž Ivačič,https://journaliststudio.google.com/pinpoint-extract/preview?collection=7f5e74ed3d1a45a3&job=3d1ada35f063ac1&docid=228eaff7c2805a82_7f5e74ed3d1a45a3&schid=8037&row=4&page=19
Club Roster Profiles Fall 2024 (as of Sept. 17).pdf,,Luca Langoni,https://journaliststudio.google.com/pinpoint-extract/preview?collection=7f5e74ed3d1a45a3&job=3d1ada35f063ac1&docid=228eaff7c2805a82_7f5e74ed3d1a45a3&schid=8037&row=5&page=19
Club Roster Profiles Fall 2024 (as of Sept. 17).pdf,67,Alhassan Yusuf,https://journaliststudio.google.com/pinpoint-extract/preview?collection=7f5e74ed3d1a45a3&job=3d1ada35f063ac1&docid=228eaff7c2805a82_7f5e74ed3d1a45a3&schid=8037&row=6&page=19
